,ts_code,symbol,name,area,industry,market,list_status,list_date,delist_date,main_business
1366,002916.SZ,002916,深南电路,深圳,元器件,主板,L,20171213,,"主营业务为印制电路板生产销售,目前,PCB产品为公司的主要产品."
1367,002917.SZ,002917,金奥博,深圳,化工原料,主板,L,20171208,,"主营业务是为客户提供生产民爆器材的成套工艺技术,装备,软件系统及工业炸药关键原辅材料的一站式综合服务.主要产品包括:工业炸药生产工艺技术,软件及设备系统,工业炸药关键原辅材料和工业雷管生产线."
1368,002918.SZ,002918,蒙娜丽莎,广东,陶瓷,主板,L,20171219,,"主营业务:致力于高品质建筑陶瓷产品研发,生产和销售.主要产品:可分为陶瓷砖,陶瓷薄板两大类,其中,陶瓷砖产品可分为瓷质有釉砖,瓷质无釉砖和非瓷质有釉砖三类."
1369,002919.SZ,002919,名臣健康,广东,互联网,主板,L,20171218,,"主营业务:主要从事健康护理用品的研发,生产与销售,产品涵盖洗发水,护发素,沐浴露,啫喱水,护肤品等."
1370,002920.SZ,002920,德赛西威,广东,汽车配件,主板,L,20171226,,"主要产品:车载信息娱乐系统,车载空调控制器,驾驶信息显示系统等.主营业务:汽车电子产品的研发设计,生产和销售."
1371,002921.SZ,002921,联诚精密,山东,汽车配件,主板,L,20171227,,主营业务:精密机械零部件的研发设计和生产制造
1372,002922.SZ,002922,伊戈尔,广东,电气设备,主板,L,20171229,,"主要产品:照明电源,工业控制用变压器,新能源用变压器等.主营业务:消费及工业领域用电源及电源组件产品的研发,生产及销售."
1373,002923.SZ,002923,润都股份,广东,化学制药,主板,L,20180105,,"主营业务为化学药制剂,化学原料药,医药中间体的研发,生产和销售,产品应用范围涵盖消化性溃疡,高血压,手术局部麻醉,解热镇痛,抗感染类疾病,糖尿病等多个用药领域.主要产品雷贝拉唑钠肠溶胶囊,厄贝沙坦胶囊分别为治疗消化性溃疡,抗高血压的新一代药物."
1374,002925.SZ,002925,盈趣科技,福建,元器件,主板,L,20180115,,"公司以自主创新的UDM模式(也称为ODM智能制造模式)为基础,主要为客户提供智能控制部件,创新消费电子等产品的研发,生产,并为中小型企业提供智能制造解决方案."
1375,002926.SZ,002926,华西证券,四川,证券,主板,L,20180205,,"主要从事证券经纪业务,投资银行业务,资产管理业务,证券自营业务和期货业务等"
1376,002927.SZ,002927,泰永长征,贵州,电气设备,主板,L,20180223,,"主要产品:PC级双电源自动转换开关及CB级双电源自动转换开关产品,万能式断路器,塑料外壳式断路器系列低压配电电器元器件产品,小型断路器和浪涌保护器系列低压电器元器件产品,接触器,隔离开关及控制与保护开关电器产品.主营业务:从事低压断路器,双电源自动转换开关,工控自动化产品等低压电器元器件及其系统集成成套设备的研发,生产和销售."
1377,002928.SZ,002928,华夏航空,贵州,空运,主板,L,20180302,,"主要业务:航空客货运输业务,经营范围:国内(含港澳台),国际航空客货运输业务."
1378,002929.SZ,002929,润建股份,广西,通信设备,主板,L,20180301,,"主要产品及主营业务:通信网络业务,信息网络业务,能源网络业务,算力网络业务"
1379,002930.SZ,002930,宏川智慧,广东,仓储物流,主板,L,20180328,,"主要业务:仓储综合服务,中转及其他服务,物流金融服务及物流链管理服务四大业务."
1380,002931.SZ,002931,锋龙股份,浙江,机械基件,主板,L,20180403,,"主要产品:点火器,飞轮,汽缸等园林机械关键零部件和多种品规的汽车精密铝压铸零部件.主营业务:园林机械零部件及汽车零部件的研发,生产和销售."
1381,002932.SZ,002932,明德生物,湖北,医疗保健,主板,L,20180710,,"主营业务:主要从事POCT快速诊断试剂与快速检测仪器的自主研发,生产和销售."
1382,002933.SZ,002933,新兴装备,北京,航空,主板,L,20180828,,"以伺服控制技术为核心的航空装备产品的研发,生产,销售及相关服务,主要产品包括机载悬挂/发射装置类,飞机信息管理与记录系统类,综合测试与保障系统类和军用自主可控计算机类等航空装备产品,其中挂架随动系统,炮塔随动系统等机载悬挂/发射装置是公司最主要的产品."
1383,002935.SZ,002935,天奥电子,四川,航空,主板,L,20180903,,"主要从事时间频率产品,北斗卫星应用产品的研发,设计,生产和销售.主要产品:时间频率产品,北斗卫星应用产品."
1384,002936.SZ,002936,郑州银行,河南,银行,主板,L,20180919,,"主营业务分为四大类:一,资产业务类,信用贷款,保证贷款,抵押贷款等,个人住房装修贷款,个人房屋贷款,个人汽车贷款,个人再交易住房贷款等;二,负债业务类,单位活期存款,单位协定存款,个人活期存款,个人整存整取储蓄存款等;三,中间业务类,银行承兑汇票,保函,委托贷款,个人银信通,个人存款证明等;四,其他业务类,银行汇票,支票,汇兑,商鼎卡等."
1385,002937.SZ,002937,兴瑞科技,浙江,元器件,主板,L,20180926,,"主营业务:以模具技术为核心,通过与客户同步设计,采用精密注塑/冲压和自动化组装等先进技术,为客户提供电子连接器,屏蔽罩,散热片,支撑件,外壳,调节器和整流桥等精密电子零部件产品及模具产品."
1386,002938.SZ,002938,鹏鼎控股,深圳,元器件,主板,L,20180918,,"主要从事各类印制电路板的设计,研发,制造与销售业务.专注于为行业领先客户提供全方位PCB产品及服务,根据下游不同终端产品对于PCB的定制化要求,可以为客户提供涵盖PCB产品设计,研发,制造与售后各个环节的整体解决方案."
1387,002939.SZ,002939,长城证券,深圳,证券,主板,L,20181026,,"主要业务包括经纪业务,金融研究,投行业务,证券投资业务,资产管理业务,场外市场业务,期货业务,基金管理业务,直接投资业务等."
1388,002940.SZ,002940,昂利康,浙江,化学制药,主板,L,20181023,,"主要产品:片剂(含头孢菌素类),硬胶囊剂(含头孢菌素类),颗粒剂(头孢菌素类),原料药:谷维素,糠甾醇,多索茶碱,头孢拉定,托西酸舒他西林,盐酸班布特罗,维生素E烟酸酯,左氧氟沙星,头孢氨苄,头孢羟氨苄,碘海醇,头孢泊肟酯,替米沙坦,甘草酸二铵,氨甲环酸,苯磺酸左旋氨氯地,主营业务:公司主要从事化学原料药及制剂的研发,生产和销售"
1389,002941.SZ,002941,新疆交建,新疆,建筑工程,主板,L,20181128,,"公司的主营业务为公路,桥梁,隧道,市政工程等基础设施的施工,勘察设计与试验检测,以及路桥工程施工主材料的贸易业务."
1390,002942.SZ,002942,新农股份,浙江,农药化肥,主板,L,20181205,,"化学农药原药,制剂及精细化工中间体的研发,生产和销售.主要产品为三唑磷,毒死蜱,噻唑锌等原药及制剂产品,以及乙基氯化物,N-(1-乙基丙基)-3,4-二甲基苯胺,苯肼及苯肼盐,1,3-环己二酮等中间体产品."
1391,002943.SZ,002943,宇晶股份,湖南,机床制造,主板,L,20181129,,"专业从事精密数控机床设备的研发,设计,生产和销售的高新技术企业,致力于为下游客户提供硬脆材料切割,研磨及抛光等加工服务一体化解决方案."
1392,002945.SZ,002945,华林证券,西藏,证券,主板,L,20190117,,"证券经纪业务,投资银行业务,自营业务,资产管理业务,信用交易业务."
1393,002946.SZ,002946,新乳业,四川,乳制品,主板,L,20190125,,"主营业务为乳制品及含乳饮料的研发,生产和销售.公司的产品主要包括低温鲜牛奶,低温酸奶,低温调制乳,低温乳饮料,常温纯牛奶,常温乳饮料,常温调制乳,常温酸奶及奶粉等9大类."
1394,002947.SZ,002947,恒铭达,江苏,元器件,主板,L,20190201,,"主营业务:消费电子功能性器件,消费电子防护产品,消费电子外盒保护膜的设计,研发,生产与销售.主要产品为手机,平板电脑,笔记本电脑,智能穿戴设备等消费电子产品的精密功能性器件,具有非标准化,品种多,规格型号多,精密度高等特点,按照使用功能划分,主要包括粘贴,固定,屏蔽,绝缘,缓冲,散热,防尘,防护等功能性器件."
1395,002948.SZ,002948,青岛银行,山东,银行,主板,L,20190116,,"本行的业务主要包括公司银行业务,零售银行业务和金融市场业务等.公司银行业务向公司类客户,政府机关和金融机构提供多种金融产品和服务,具体包括公司贷款,公司存款,贸易融资及国际结算服务等.零售银行业务向个人客户提供多种金融产品和服务.这些产品和服务包括个人类贷款,存款服务等.金融市场业务的交易包括于银行间市场进行同业拆借交易,回购交易和债务工具投资以及非标准化债权投资."
1396,002949.SZ,002949,华阳国际,深圳,建筑工程,主板,L,20190226,,"主营业务为建筑设计和研发及其延伸业务,目前主要包括建筑设计,造价咨询,工程总承包,全过程工程咨询等业务."
1397,002950.SZ,002950,奥美医疗,湖北,医疗保健,主板,L,20190311,,"主营业务为医用敷料等一次性医用耗材的研发,生产和销售,为国际知名医疗器械品牌厂商提供OEM贴牌服务.目前公司产品根据使用用途,可分为伤口与包扎护理类,手术/外科类,感染防护类,组合包类四大系列"
1398,002951.SZ,002951,金时科技,四川,广告包装,主板,L,20190315,,"公司的主营业务为烟标等包装印刷品的研发,生产和销售.致力于为卷烟生产企业提供高品质的烟标产品,公司的主要产品为烟标,服务的卷烟品牌包括“芙蓉王”,“娇子”,“白沙”,“红塔山”,“云烟”,“利群”,“黄果树”,“黄山”,“红梅”,“宽窄”,“龙凤呈祥”,“天子”等."
1399,002952.SZ,002952,亚世光电,辽宁,元器件,主板,L,20190328,,"液晶显示屏及模组的研发,生产和销售"
1400,002953.SZ,002953,日丰股份,广东,电气设备,主板,L,20190509,,"主要从事电气设备和特种装备配套电缆的研发,生产和销售,产品主要包括空调连接线组件,小家电配线组件,特种装备电缆和其他电缆四大类,并广泛应用于家用电器,机器人,风力发电,海洋工程,港口机械,建筑机械,造船业,电动工具,仪器仪表,汽车,照明,户外设备等领域."
1401,002955.SZ,002955,鸿合科技,深圳,IT设备,主板,L,20190523,,"智能交互显示产品及智能视听解决方案的设计,研发,生产与销售."
1402,002956.SZ,002956,西麦食品,广西,食品,主板,L,20190619,,"燕麦食品的研发,生产和销售.主要产品为西麦品牌的燕麦片."
1403,002957.SZ,002957,科瑞技术,深圳,专用机械,主板,L,20190726,,"主营业务:主要从事工业自动化设备的研发,设计,生产,销售和技术服务,以及精密零部件制造业务."
1404,002958.SZ,002958,青农商行,山东,银行,主板,L,20190326,,"本行主营业务主要包括公司银行业务,零售银行业务,资金业务及国际业务."
1405,002959.SZ,002959,小熊电器,广东,家用电器,主板,L,20190823,,"公司产品按应用方向分为厨房小家电,生活小家电和其他小家电,其中厨房小家电根据功能进一步划分为锅煲类,电热类,壶类,西式类和电动类五类产品.主营业务为创意小家电研发,设计,生产和销售."
1406,002960.SZ,002960,青鸟消防,河北,专用机械,主板,L,20190809,,"主营业务:消防安全系统产品的研究,开发,生产和销售.主要产品:火灾自动报警及联动控制系统,电气火灾监控系统,自动气体灭火系统和气体检测监控系统等四大类消防安全系统产品."
1407,002961.SZ,002961,瑞达期货,福建,多元金融,主板,L,20190905,,"主营业务:商品期货经纪,金融期货经纪,资产管理和期货投资咨询业务,通过全资子公司瑞达新控开展风险管理服务业务,通过全资境外子公司瑞达国际开展境外期货业务."
1408,002962.SZ,002962,五方光电,湖北,元器件,主板,L,20190917,,"主营业务为精密光电薄膜元器件的研发,生产和销售.精密光电薄膜元器件包括红外截止滤光片(IRCF),生物识别滤光片等.报告期内,公司的主要产品为红外截止滤光片."
1409,002963.SZ,002963,豪尔赛,北京,装修装饰,主板,L,20191028,,"为照明工程施工及与之相关的照明工程设计,研发,照明产品销售.豪尔赛专注于标志性/超高层建筑,文旅表演/艺术景观,城市空间照明等景观照明领域."
1410,002965.SZ,002965,祥鑫科技,广东,汽车配件,主板,L,20191025,,"专业从事精密冲压模具和金属结构件研发,生产和销售的企业,拥有先进的模具制造技术和精密冲压技术,主要为汽车,通信,办公及电子设备等行业客户提供精密冲压模具和金属结构件."
1411,002966.SZ,002966,苏州银行,江苏,银行,主板,L,20190802,,"业务主要包含公司业务,个人业务,资金业务及其他."
1412,002967.SZ,002967,广电计量,广东,电器仪表,主板,L,20191108,,"主营业务:计量服务,检测服务,检测装备研发等技术服务."
1413,002968.SZ,002968,新大正,重庆,房产服务,主板,L,20191203,,"主营业务:劳务派遣业务,物业管理服务,物业管理咨询,房地产经纪等."
1414,002969.SZ,002969,嘉美包装,安徽,广告包装,主板,L,20191202,,"公司专业从事食品饮料包装容器的研发,设计,生产和销售及饮料灌装业务,为食品,饮料行业客户提供一体化包装容器设计,印刷,生产,配送,灌装及全方位客户服务的综合包装容器解决方案.公司主要产品包括三片罐,两片罐,无菌纸包装,PET瓶,主要用于饮茶和其他饮料,奶类和植物蛋白饮料以及瓶装水的包装."
1415,002970.SZ,002970,锐明技术,深圳,IT设备,主板,L,20191217,,"主要从事以视频为核心的商用车监控信息化产品的研发,生产和销售.主要产品包括车载视频监控设备,车载摄像机,驾驶主动安全套件,司乘交互终端等智能车载设备及管理平台软件,以及一系列面向城市公交,巡游/网约出租,两客一危,渣土清运等商用车辆营运场景的行业信息化解决方案."
1416,002971.SZ,002971,和远气体,湖北,化工原料,主板,L,20200113,,"公司致力于各类气体产品的研发,生产,销售,服务以及工业尾气回收循环利用.公司气体产品按种类可分为医用氧气,工业氧气,食品氮气,工业氮气,氩气,氢气,氦气,液化天然气,二氧化碳,乙炔,丙烷,各类混合气等多种气体,主要满足化工,食品,能源,照明,家电,钢铁,机械,农业等基础行业和光伏,通信,电子,医疗等新兴产业对气体和清洁能源的需求."
1417,002972.SZ,002972,科安达,深圳,运输设备,主板,L,20191227,,"本公司主要围绕轨道交通领域提供产品,服务和系统解决方案.目前公司的产品主要有轨道交通信号计轴系统,铁路站场综合防雷系统,信号监测防雷分线柜,道岔融雪系统等产品及相关解决方案,同时为轨道交通领域客户提供工程建设和系统集成服务."
1418,002973.SZ,002973,侨银股份,广东,环境保护,主板,L,20200106,,"主营业务:城乡环卫保洁,生活垃圾处置,市政环卫工程及其他环卫服务."
1419,002975.SZ,002975,博杰股份,广东,专用机械,主板,L,20200205,,"公司专注于工业自动化设备与配件的研发,生产,销售及相关技术服务.产品主要包括工业自动化设备与配件,并基于公司产品为客户提供相应的技术服务."
1420,002976.SZ,002976,瑞玛精密,江苏,汽车配件,主板,L,20200306,,"主营业务:移动通信,汽车,电力电气等行业精密金属零部件及相应模具的研发,生产,销售."
1421,002977.SZ,002977,天箭科技,四川,通信设备,主板,L,20200317,,"主要代表产品为弹载固态发射机,新型相控阵天线及其他固态发射机产品,其在军事领域的应用包括雷达制导导弹精确制导系统,其它雷达系统,卫星通信和电子对抗等.是一家专业从事高波段,大功率固态微波前端研发,生产和销售的高新技术企业."
1422,002978.SZ,002978,安宁股份,四川,小金属,主板,L,20200417,,"公司主要产品为钒钛铁精矿和钛精矿.公司主要业务为铁矿石的开采,洗选,销售"
1423,002979.SZ,002979,雷赛智能,深圳,专用机械,主板,L,20200408,,"主要从事运动控制核心部件控制器,驱动器,电机的研发,生产和销售,以及相关行业应用系统的研究与开发,为客户提供完整的运动控制系列产品及解决方案."
1424,002980.SZ,002980,华盛昌,深圳,电器仪表,主板,L,20200415,,"从事测量测试仪器仪表的技术研究,设计开发,生产和销售."
1425,002981.SZ,002981,朝阳科技,广东,元器件,主板,L,20200417,,"主营业务:从事电声部件及电声产品研发,生产及销售;主要产品:耳机和电声产品配件等."
1426,002982.SZ,002982,湘佳股份,湖南,农业综合,主板,L,20200424,,"主营业务:种禽繁育,家禽饲养及销售,禽类屠宰加工及销售,饲料,生物肥生产及销售."
1427,002983.SZ,002983,芯瑞达,安徽,元器件,主板,L,20200428,,"主营业务:新型显示光电系统,健康智能光源系统的研发,设计,生产,销售及技术服务.公司目前主要产品为背光模组光电系统,健康智能光源系统."
1428,002984.SZ,002984,森麒麟,山东,汽车配件,主板,L,20200911,,"主营业务为专注于绿色,安全,高品质,高性能半钢子午线轮胎和航空轮胎的研发,生产,销售,其产品根据应用类型区分为乘用车轮胎,轻卡轮胎及特种轮胎,乘用车轮胎包括经济型乘用车轮胎,高性能乘用车轮胎及特殊性能轮胎,特种轮胎包括赛车轮胎,航空轮胎."
1429,002985.SZ,002985,北摩高科,北京,航空,主板,L,20200429,,"主营业务:军,民两用航空航天飞行器起落架着陆系统及坦克装甲车辆,高速列车等高端装备刹车制动产品的研发,生产和销售.公司产品广泛应用于歼击机,轰炸机,运输机,教练机,军贸机,直升机,航天高空飞行器及坦克装甲车辆等重点军工装备,也可应用于民用航空,轨道交通领域."
1430,002986.SZ,002986,宇新股份,广东,化工原料,主板,L,20200602,,"主营业务:以LPG为原料的有机化工产品的工艺研发,生产和销售.主要产品是以LPG中的碳四(C4)组分为原料生产的异辛烷,MTBE和SBAC."
1431,002987.SZ,002987,京北方,北京,软件服务,主板,L,20200507,,"主营业务以信息技术为核心,主要向以银行为主的金融机构提供信息技术服务和业务流程外包服务."
1432,002988.SZ,002988,豪美新材,广东,铝,主板,L,20200518,,"主营业务:铝合金型材和系统门窗研发,设计,生产及销售.公司主要产品包括:建筑用铝型材,汽车轻量化铝型材,一般工业用铝型材和系统门窗."
1433,002989.SZ,002989,中天精装,深圳,装修装饰,主板,L,20200610,,"公司主要从事批量精装修业务,具体业务包括建筑装饰工程施工,建筑装饰工程设计等方面."
1434,002990.SZ,002990,盛视科技,深圳,软件服务,主板,L,20200525,,"专业研发,生产和销售智能产品,提供智慧系统解决方案,主要提供智慧口岸整体解决方案及其智能产品,包括陆路口岸,水运口岸,航空口岸,业务涵盖边检和海关(含原检验检疫)等出入境旅客,货物及交通运输工具的智能通关查验和智能监管等系统."
1435,002991.SZ,002991,甘源食品,江西,食品,主板,L,20200731,,"专注于休闲食品的研发,生产和销售,主要产品有瓜子仁,蚕豆,青豌豆,豆果,果仁,米酥,锅巴,麻花,江米条等在内的近百种多品类休闲食品组合."
1436,002992.SZ,002992,宝明科技,深圳,元器件,主板,L,20200803,,"专业从事LED背光源和电容式触摸屏等新型平板显示器件的研发,设计,生产和销售,产品可广泛应用于智能手机,平板电脑,数码相机,车载显示器,医用显示仪,工控显示器等领域."
1437,002993.SZ,002993,奥海科技,广东,元器件,主板,L,20200817,,"公司主要从事充电器,移动电源等智能终端充储电产品的设计,研发,生产和销售,产品主要应用于智能手机,智能穿戴设备(智能手表,VR眼镜等),智能家居(电视棒,智能排插,家用路由器,智能摄像头等),智能音箱等领域."
1438,002995.SZ,002995,天地在线,北京,互联网,主板,L,20200805,,专注于为企业客户提供互联网综合营销服务及企业级SaaS营销服务
1439,002996.SZ,002996,顺博合金,重庆,铝,主板,L,20200828,,公司主营业务为再生铝合金锭的生产和销售.公司的主要产品为各种牌号的铝合金锭.
1440,002997.SZ,002997,瑞鹄模具,安徽,专用机械,主板,L,20200903,,"主要产品有冲压模具(覆盖件模具,高强板模具)及检具,焊装自动化生产线,主营业务为汽车冲压模具,检具及焊装自动化生产线的开发,设计,制造和销售."
1441,002998.SZ,002998,优彩资源,江苏,化纤,主板,L,20200925,,"公司主营业务为涤纶纤维及其制品的研发,生产,销售,主要产品包括再生有色涤纶短纤维,低熔点涤纶短纤维和涤纶非织造布等."
1442,002999.SZ,002999,天禾股份,广东,批发业,主板,L,20200903,,"主营业务:以现代农技服务为先导,直达终端的配送体系为支撑,专业提供作物解决方案和优质农资产品;主要产品:化肥和农药."
1443,003000.SZ,003000,劲仔食品,湖南,食品,主板,L,20200914,,"主营业务为风味小鱼,风味豆干等传统风味休闲食品的研发,生产与销售.主要产品包括风味小鱼,风味豆干等传统风味休闲食品."
1444,003001.SZ,003001,中岩大地,北京,建筑工程,主板,L,20201013,,"主营业务为岩土工程,环境修复等领域的服务,公司的产品及服务主要应用于工业与民用建筑领域,基础设施领域及环境与节能领域等建设项目的岩土工程服务."
1445,003002.SZ,003002,壶化股份,山西,化工原料,主板,L,20200922,,"主营业务为各类民爆物品的研发,生产与销售,并为客户提供特定的工程爆破解决方案及爆破服务.产品主要包括工业炸药和工业雷管,工业索类等起爆器材两部分民爆物品."
1446,003003.SZ,003003,天元股份,广东,广告包装,主板,L,20200921,,"电子标签,塑胶包装,快递封套,缓冲包装,票据,多功能胶带等系列快递物流电商包装印刷品的研发,生产和销售"
1447,003004.SZ,003004,*ST声迅,北京,IT设备,主板,L,20201126,,"声迅股份是一家拥有智能技术,关键产品和核心系统平台的安防服务提供商,主要从事智能监控报警系统和智能安检系统的技术研发,设备供应,系统集成和运营服务.公司自成立以来,致力于为金融,轨道交通等行业和城市公共安全等领域提供智能化,信息化,行业化的安防整体解决方案和在线式安防运营服务.依托于自主研发的关键产品和核心系统平台,公司提供的产品及服务主要集中于智能监控报警和智能安检两大业务领域."
1448,003005.SZ,003005,竞业达,北京,软件服务,主板,L,20200922,,"主营业务为面向教育信息化,城市轨道交通安防和智慧城市领域提供行业信息化产品和解决方案的研发,生产,销售和服务.主要产品包括教育考试考务管理与服务平台以及网上巡查,应急指挥,身份认证,作弊防控等教育考试考务信息化系统产品和包含“考教统筹,新高考,智慧教育”三大板块的智慧教育整体解决方案."
1449,003006.SZ,003006,百亚股份,重庆,造纸,主板,L,20200921,,"主营业务为一次性卫生用品的研发,生产和销售,产品包括卫生巾和纸尿裤."
1450,003007.SZ,003007,直真科技,北京,软件服务,主板,L,20200923,,"主营业务为信息通信技术(ICT)运营管理领域的软件开发,技术服务,系统集成以及第三方软硬件销售业务."
1451,003008.SZ,003008,开普检测,河南,电气设备,主板,L,20200923,,"主营业务包括电力系统二次设备的检测服务,其他技术服务以及检测设备销售等.核心业务是电力系统二次设备检测"
1452,003009.SZ,003009,中天火箭,陕西,航空,主板,L,20200925,,"主要从事小型固体火箭及其延伸产品的研发,生产和销售,并一直致力于推进航天固体火箭核心技术成果的多层次,多领域的深度转化应用."
1453,003010.SZ,003010,若羽臣,广东,互联网,主板,L,20200925,,"公司是面向全球优质消费品牌的电子商务综合服务提供商,主营业务包括线上代运营,渠道分销以及品牌策划,服务内容涵盖品牌定位,店铺运营,渠道分销,整合营销,数据挖掘,供应链管理等."
1454,003011.SZ,003011,海象新材,浙江,家居用品,主板,L,20200930,,"主要从事PVC地板的研发,生产和销售.产品分为LVT地板,WPC地板和SPC地板三大类."
1455,003012.SZ,003012,东鹏控股,广东,陶瓷,主板,L,20201019,,"东鹏控股致力于成为国内领先的整体家居解决方案提供商.报告期内,公司主要产品包括瓷砖和洁具,此外还生产销售木地板,涂料产品.公司是国内规模最大的瓷砖,洁具产品专业制造商和品牌商之一.公司瓷砖产品以有釉砖和无釉砖为主,有釉砖主要产品包括抛釉砖,仿古砖和瓷片,无釉砖主要产品为抛光砖,除销售自有品牌瓷砖外,公司还在国内代理销售意大利Rex品牌瓷砖,丰富了公司瓷砖产品线的高端品类;洁具产品包括卫生陶瓷和卫浴产品,其中卫生陶瓷主要包括智能卫浴,座便器,洗手盆,小便器,蹲便器等,卫浴产品包括浴室柜,淋浴房,浴缸,龙头五金等."
1456,003013.SZ,003013,地铁设计,广东,建筑工程,主板,L,20201022,,"主营业务包括城市轨道交通,市政,建筑等领域的勘察设计,规划咨询,工程总承包等,核心业务是城市轨道交通的勘察设计业务."
1457,003015.SZ,003015,日久光电,江苏,元器件,主板,L,20201021,,"主要从事柔性光学导电材料的研发,生产和销售,主要产品为ITO导电膜,该产品为具有优异导电性能及光学性能的薄膜材料,是目前制备触摸屏等器件最常应用的高透光学导电膜材料."
1458,003016.SZ,003016,欣贺股份,福建,服饰,主板,L,20201026,,"主营业务:公司主营中,高端女装的设计,生产和销售,拥有完整的产业链条和显著的品牌优势.主要产品:目前拥有JORYA,JORYA weekend,GIVH SHYH(巨式国际),ΛNMΛNI(恩曼琳),CAROLINE(卡洛琳),AIVEI和QDA七大自有品牌"
1459,003017.SZ,003017,大洋生物,浙江,化工原料,主板,L,20201026,,"碳酸钾,碳酸氢钾,盐酸氨丙啉,氟化产品及其关联产品"
1460,003018.SZ,003018,金富科技,广东,塑料,主板,L,20201106,,"主营业务为塑料防盗瓶盖等塑料包装用品的研发,生产和销售.公司的主要产品为塑料防盗瓶盖."
1461,003019.SZ,003019,宸展光电,福建,元器件,主板,L,20201117,,"主要产品包括智能交互显示器,智能交互一体机以及智能交互显示设备零部件.专注于定制化商用智能交互显示设备的研发,设计,生产和销售服务."
1462,003020.SZ,003020,立方制药,安徽,化学制药,主板,L,20201215,,"公司业务主要包括医药工业产品的研发,生产及销售,医药批发配送和医药零售等板块,公司主要产品的剂型包括片剂,口服液剂,软膏剂,胶囊剂等."
1463,003021.SZ,003021,兆威机电,深圳,元器件,主板,L,20201204,,"公司是一家专业从事微型传动系统,精密注塑件和精密模具的研发,生产与销售的高新技术企业,主要为通信设备,智能手机,汽车电子,智能家居,服务机器人,个人护理,医疗器械等诸多领域的客户提供定制化微型传动系统和精密注塑件.公司主要产品为微型传动系统,精密注塑件和精密模具等."
1464,003022.SZ,003022,联泓新科,山东,化工原料,主板,L,20201208,,"主要产品为聚丙烯专用料,乙烯-醋酸乙烯共聚物,环氧乙烷及环氧乙烷衍生物."
1465,003023.SZ,003023,彩虹集团,四川,家用电器,主板,L,20201211,,"主要从事电热毯,电热暖手器等系列家用柔性取暖器具以及电热蚊香液,电热蚊香片,盘式蚊香,杀虫气雾剂等系列家用卫生杀虫用品的研发,生产和销售."
1466,003025.SZ,003025,思进智能,浙江,机床制造,主板,L,20201211,,"公司的主营业务为机械加工业务及压铸设备的研发,生产与销售.主导产品为各类冷成形装备."
1467,003026.SZ,003026,中晶科技,浙江,半导体,主板,L,20201218,,"主营业务为半导体硅材料的研发,生产和销售,主要产品为半导体硅片及半导体硅棒."
1468,003027.SZ,003027,同兴科技,安徽,环境保护,主板,L,20201218,,"主要为钢铁,焦化,建材等非电行业工业企业提供超低排放整体解决方案,包括除尘,脱硫,脱硝项目总承包及低温SCR脱硝催化剂."
1469,003028.SZ,003028,振邦智能,深圳,元器件,主板,L,20201228,,"公司系行业内知名的高端智能控制器,变频驱动器,数字电源以及智能物联模块供应商,产品主要用于终端设备中的电能变换,控制及应用."
1470,003029.SZ,003029,吉大正元,吉林,软件服务,主板,L,20201224,,"以密码技术为核心,开展信息安全软件的研发,生产和销售及服务"
1471,003030.SZ,003030,祖名股份,浙江,食品,主板,L,20210106,,"主营业务为豆制品的研发,生产和销售,主要产品为生鲜豆制品,植物蛋白饮品,休闲豆制品等"
1472,003031.SZ,003031,中瓷电子,河北,元器件,主板,L,20210104,,"主要产品为电子陶瓷系列产品,分为四大系列:通信器件用电子陶瓷外壳,工业激光器用电子陶瓷外壳,消费电子陶瓷外壳及基板,汽车电子件,专业从事电子陶瓷系列产品研发,生产和销售."
1473,003032.SZ,003032,*ST传智,江苏,文教休闲,主板,L,20210112,,"主营业务:非学历,应用型计算机信息技术(IT)教育培训."
1474,003033.SZ,003033,征和工业,山东,汽车配件,主板,L,20210111,,"从事各类链传动系统的研发,制造和销售,主要产品包括车辆链系统,农业机械链系统及工业设备链系统三大类."
1475,003035.SZ,003035,南网能源,广东,新型电力,主板,L,20210119,,"公司主要从事节能服务,为客户能源使用提供诊断,设计,改造,综合能源项目投资及运营维护等一站式综合节能服务."
1476,003036.SZ,003036,泰坦股份,浙江,纺织机械,主板,L,20210128,,"主营业务:纺织机械设备的研发,生产和销售.主要产品包括纺纱设备,织造设备和印染设备三大类产品."
1477,003037.SZ,003037,三和管桩,广东,水泥,主板,L,20210204,,"本公司主要从事预应力混凝土管桩产品研发,生产,销售,主要产品为外径300mm~800mm,多种型号,长度的预应力高强混凝土管桩."
1478,003038.SZ,003038,鑫铂股份,安徽,铝,主板,L,20210210,,"从事工业铝型材,工业铝部件和建筑铝型材的研发,生产与销售,公司的主要产品分为工业铝型材,工业铝部件及建筑铝型材三大类,其中工业铝部件是在工业铝型材的基础上采取进一步的精加工工艺进行加工形成部件级产品."
1479,003039.SZ,003039,顺控发展,广东,水务,主板,L,20210308,,"主营业务为自来水制售,供排水管网工程和垃圾焚烧发电."
1480,003040.SZ,003040,楚天龙,广东,通信设备,主板,L,20210322,,"主要从事智能卡的设计,研发,生产,销售和服务,主要产品为以金融社保卡,标准银行IC卡等为代表的金融IC卡,以通信卡,交通卡等为代表的非金融IC卡,以及相关卡品的个人化等数据服务."
